usuario_u,usuario_v,similaridade_jaccard,media_centralidade_grau,media_coef_cluster
76561198038073305,76561198065962302,0.13855421686746988,0.5612244897959183,0.5747659424130012
76561198038073305,76561198080610166,0.16022099447513813,0.6224489795918366,0.5733450842146495
76561198038073305,76561198089447076,0.11275415896487985,0.6428571428571428,0.576042966042966
76561198038073305,76561198084204935,0.0,0.6530612244897959,0.5508008008008007
76561198038073305,76561198052039183,0.19786096256684493,0.6224489795918366,0.5552291421856639
76561198038073305,76561198061577634,0.0,0.673469387755102,0.5242089380020414
76561198038073305,76561198016914899,0.1309823677581864,0.6836734693877551,0.5246194470332401
76561198038073305,76561198136730824,0.0,0.6632653061224489,0.5243457743457743
76561198038073305,76561198017633080,0.11388888888888889,0.4387755102040816,0.6545045045045046
76561198038073305,76561198126165173,0.1822429906542056,0.5816326530612245,0.5123992413466099
76561198038073305,76561198034581561,0.0,0.6530612244897959,0.5308577808577808
76561198038073305,76561198071981212,0.0,0.5510204081632653,0.5449456809750928
76561198038073305,76561198012085873,0.0,0.5816326530612245,0.5334518729255571
76561198038073305,76561198103591080,0.0,0.6224489795918366,0.5262436349392872
76561198038073305,76561198192985946,0.13253012048192772,0.7448979591836734,0.5227584727584728
76561198038073305,76561198089394017,0.14138817480719795,0.5612244897959183,0.5584260731319555
76561198038073305,76561198109866379,0.0,0.5612244897959183,0.525746334569864
76561198038073305,76561198115441346,0.0,0.5918367346938775,0.5568854568854569
76561198038073305,76561198139739848,0.18137254901960784,0.5510204081632653,0.5008280339162692
76561198038073305,76561198043930956,0.12459016393442623,0.5306122448979591,0.6021235521235522
76561198038073305,76561198133954795,0.0,0.6428571428571428,0.5575814275814276
76561198038073305,76561198159276554,0.2019704433497537,0.6428571428571428,0.5914275814275815
76561198038073305,76561198048530084,0.0,0.6632653061224489,0.5402187902187903
76561198038073305,76561198016402305,0.1413427561837456,0.7346938775510203,0.48475660534484066
76561198038073305,76561198017921564,0.0,0.5612244897959183,0.5551580992757463
76561198038073305,76561198054122562,0.0,0.6530612244897959,0.5337067837067837
76561198038073305,76561198058496166,0.13270142180094788,0.510204081632653,0.5493762993762994
76561198038073305,76561198060748768,0.16883116883116883,0.7346938775510203,0.5183700507229919
76561198038073305,76561198065529747,0.125,0.6428571428571428,0.5591198891198892
76561198038073305,76561198078695421,0.10264900662251655,0.7040816326530612,0.5428109561174077
76561198038073305,76561198104011790,0.15771812080536912,0.6428571428571428,0.5375814275814276
76561198038073305,76561198116864059,0.13284132841328414,0.510204081632653,0.5557865557865558
76561198038073305,76561198126576961,0.13513513513513514,0.6836734693877551,0.5234700217458839
76561198038073305,76561198133981359,0.1927710843373494,0.5408163265306122,0.5253378378378378
76561198038073305,76561198135748897,0.0,0.6020408163265305,0.5878378378378378
76561198038073305,76561198161469447,0.0,0.6428571428571428,0.5668121968121969
76561198038073305,76561198260213287,0.0,0.6326530612244898,0.5561711711711712
76561198060748768,76561198065962302,0.1073170731707317,0.5408163265306122,0.584126984126984
76561198060748768,76561198080610166,0.14814814814814814,0.6020408163265305,0.5827061259286324
76561198060748768,76561198089447076,0.13274336283185842,0.6224489795918366,0.5854040077569489
76561198060748768,76561198120430703,0.0,0.5408163265306122,0.4860877684407096
76561198060748768,76561198017505975,0.14351851851851852,0.520408163265306,0.6013655462184875
76561198060748768,76561198084204935,0.0,0.6326530612244897,0.5601618425147836
76561198060748768,76561198052782861,0.20454545454545456,0.48979591836734687,0.5523270846800259
76561198060748768,76561198118112574,0.0,0.6224489795918366,0.5684809308338721
76561198060748768,76561198016914899,0.1378504672897196,0.6632653061224489,0.533980488747223
76561198060748768,76561198136730824,0.0,0.6428571428571428,0.5337068160597572
76561198060748768,76561198126165173,0.1593625498007968,0.5612244897959183,0.5217602830605927
76561198060748768,76561198034581561,0.0,0.6326530612244897,0.5402188225717637
76561198060748768,76561198071981212,0.0,0.5306122448979591,0.5543067226890757
76561198060748768,76561198012085873,0.0,0.5612244897959183,0.54281291463954
76561198060748768,76561198096558246,0.0,0.510204081632653,0.5686274509803921
76561198060748768,76561198166480987,0.1524822695035461,0.6224489795918366,0.5377117000646412
